,Measured Temp (C),Profile
1661,28.0,30
1662,28.0,30
1663,28.0,30
1664,27.0,30
1665,28.0,30
1666,29.0,30
1667,28.0,30
1668,28.0,30
1669,27.0,30
1670,28.0,30
1671,28.0,30
1672,28.0,30
1673,28.0,30
1674,28.0,30
1675,28.0,30
1676,28.0,30
1677,28.0,30
1678,28.0,30
1679,28.0,30
1680,28.0,30
1681,28.0,30
1682,28.0,30
1683,28.0,30
1684,28.0,30
1685,28.0,30
1686,29.0,30
1687,27.0,30
1688,28.0,30
1689,28.0,30
1690,29.0,30
1691,28.0,30
1692,28.0,30
1693,28.0,30
1694,29.0,30
1695,28.0,30
1696,28.0,30
1697,28.0,30
1698,28.0,30
1699,29.0,30
1700,28.0,30
1701,28.0,30
1702,29.0,30
1703,28.0,30
1704,29.0,30
1705,28.0,30
1706,27.0,30
1707,28.0,30
1708,27.0,30
1709,28.0,30
1710,29.0,30
1711,29.0,30
1712,29.0,30
1713,29.0,30
1714,29.0,30
1715,29.0,30
1716,28.0,30
1717,29.0,30
1718,28.0,30
1719,28.0,30
1720,29.0,30
1721,28.0,30
1722,28.0,30
1723,29.0,30
1724,28.0,30
1725,28.0,30
1726,29.0,30
1727,29.0,30
1728,29.0,30
1729,29.0,30
1730,29.0,30
1731,28.0,30
1732,28.0,30
1733,29.0,30
1734,28.0,30
1735,28.0,30
1736,29.0,30
1737,28.0,30
1738,29.0,30
1739,29.0,30
1740,28.0,30
1741,29.0,30
1742,29.0,30
1743,29.0,30
1744,28.0,30
1745,29.0,30
1746,29.0,30
1747,28.0,30
1748,28.0,30
