time,value
0.16023200000017823,16.2054058954014
0.1658361000008881,16.2054058954014
0.1659295999997994,16.2054058954014
0.16598750000048312,16.2054058954014
0.16604480000023614,16.2054058954014
0.16610270000091987,16.2054058954014
0.16616100000101142,16.2054058954014
0.16622180000013032,16.892773920740574
0.16638310000053025,16.2054058954014
0.16883000000052562,16.2054058954014
0.17079519999970216,16.2054058954014
0.17715730000054464,16.2054058954014
0.17730010000013863,16.892773920740574
0.17759440000008908,16.2054058954014
0.18143010000130744,16.2054058954014
0.18151600000055623,16.2054058954014
0.18324010000105773,16.2054058954014
0.18532050000067102,16.2054058954014
0.18940939999993134,16.892773920740574
0.18948140000065905,16.892773920740574
0.19347730000117735,16.2054058954014
0.19354560000101628,16.892773920740574
0.19549080000069807,16.2054058954014
0.2003753000008146,16.2054058954014
0.20045260000006238,16.2054058954014
0.20405730000129552,16.2054058954014
0.204124400001092,16.2054058954014
0.2057810000005702,16.2054058954014
0.20777430000089225,16.892773920740574
0.20978009999998903,16.2054058954014
0.21179169999959413,16.2054058954014
0.21379710000110208,16.2054058954014
0.21578000000044995,16.892773920740574
0.217903099999603,16.2054058954014
0.21990809999988414,16.2054058954014
0.22237119999954302,16.2054058954014
0.22433129999990342,16.892773920740574
0.22632549999980256,16.892773920740574
0.2283783000002586,16.2054058954014
0.23241000000052736,16.892773920740574
0.232480000000578,16.892773920740574
0.2349329000007856,16.2054058954014
0.2367727000000741,16.2054058954014
0.23884170000019367,16.2054058954014
0.24076659999991534,16.2054058954014
0.24277530000108527,16.892773920740574
0.24478670000098646,16.2054058954014
0.24683890000051179,16.2054058954014
0.24877620000006573,16.892773920740574
0.2507898000003479,16.2054058954014
0.25295050000022457,16.892773920740574
0.2549176000011357,16.2054058954014
0.2573314000001119,16.892773920740574
0.25932079999984126,16.2054058954014
0.26137150000067777,16.2054058954014
0.2634514000001218,16.2054058954014
0.2653707999998005,16.2054058954014
0.267366400001265,16.892773920740574
0.26976959999956307,16.2054058954014
0.27177060000030906,16.892773920740574
0.2737604000012652,16.2054058954014
0.2757708000008279,16.2054058954014
0.2789049000002706,16.892773920740574
0.281271600000764,16.2054058954014
0.2821479000012914,16.2054058954014
0.2837648000004265,16.2054058954014
0.28577059999952326,16.2054058954014
0.28789839999990363,16.2054058954014
0.28992920000018785,16.2054058954014
0.2923659999996744,16.892773920740574
0.294417600000088,16.892773920740574
0.2963309999995545,16.2054058954014
0.2983624000007694,16.2054058954014
0.3003681999998662,16.892773920740574
0.3023376000001008,16.892773920740574
0.30475680000017746,16.892773920740574
0.3067671999997401,16.892773920740574
0.3087675000006129,16.2054058954014
0.31094260000099894,16.2054058954014
0.31278089999977965,16.892773920740574
0.31477170000107435,16.2054058954014
0.3167665000000852,16.2054058954014
0.3188552999999956,16.2054058954014
0.3208942000001116,16.892773920740574
0.3229327999997622,16.892773920740574
0.32642590000068594,16.2054058954014
0.3292928999999276,16.2054058954014
0.32937800000036077,16.892773920740574
0.3315302999999403,16.892773920740574
0.33336109999982,16.892773920740574
0.3353483999999298,16.2054058954014
0.3377641000006406,16.892773920740574
0.33976330000041344,16.2054058954014
0.341763100001117,16.892773920740574
0.3437539000005927,16.892773920740574
0.34581860000071174,16.2054058954014
0.34796600000117905,16.892773920740574
0.3497599000002083,16.2054058954014
0.35175619999972696,16.2054058954014
0.3537656999997125,16.892773920740574
0.35589530000106606,16.2054058954014
0.3579007999996975,16.2054058954014
